knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K18834	408.60	domain	trim	0.983598	99	80	927	469	1.61	0.590	WRKY transcription factor 1
K18835	527.07	full	all	0.902656	262	254	3165	676	2.55	0.590	WRKY transcription factor 2
K18836	-	-	-	-	1	1	323	323	0.39	0.589	reductase VcaE
K18837	59.83	full	all	1.000000	390	242	332	120	1.67	0.589	cytoskeleton-binding toxin CbtA and related proteins
K18838	81.27	full	all	1.000000	369	241	202	119	1.56	0.590	cytoskeleton bundling-enhancing protein CbeA and related proteins
K18839	-	-	-	-	56	2	57	57	0.64	0.982	toxin GhoT
K18840	103.00	domain	all	0.822222	65	7	164	98	0.86	0.589	antitoxin GhoS
K18841	121.53	full	all	0.908399	282	177	183	116	1.95	0.590	mRNA interferase ChpB [EC:3.1.-.-]
K18842	65.33	full	all	0.790684	318	194	350	87	5.67	0.654	antitoxin ChpS
K18843	46.73	full	trim	0.994413	370	262	269	141	4.93	0.590	antitoxin HicB
K18844	162.83	full	all	0.970343	91	84	722	325	4.37	0.590	spectinomycin phosphotransferase
K18845	141.13	full	all	0.977778	44	26	435	272	2.68	0.590	16S rRNA (guanine(1405)-N(7))-methyltransferase [EC:2.1.1.179]
K18846	185.90	full	all	1.000000	16	13	255	221	1.30	0.590	16S rRNA (adenine(1408)-N(1))-methyltransferase [EC:2.1.1.180]
K18847	1001.43	full	all	1.000000	4	3	645	620	0.50	0.588	fluorothreonine transaldolase [EC:2.2.1.8]
K18848	400.67	domain	all	0.951974	147	141	668	386	1.00	0.590	indole-3-acetate O-methyltransferase [EC:2.1.1.278]
K18849	72.53	full	all	0.998532	356	340	2522	277	3.81	0.590	25S rRNA (adenine2142-N1)-methyltransferase [EC:2.1.1.286]
K18850	100.90	domain	all	0.996050	1515	1145	1126	384	3.00	0.590	50S ribosomal protein L16 3-hydroxylase [EC:1.14.11.47]
K18851	175.57	full	all	0.995261	511	318	876	326	1.87	0.590	diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase [EC:2.3.1.20 2.3.1.122]
K18852	180.67	full	all	1.000000	22	22	202	149	0.79	0.590	D-amino-acid N-acetyltransferase [EC:2.3.1.36]
K18853	225.73	full	all	1.000000	70	61	324	236	1.08	0.590	dihydromethanopterin reductase (acceptor) [EC:1.5.99.15]
K18854	-	-	-	-	1	1	392	392	0.38	0.591	lysine N-acetyltransferase [EC:2.3.1.32]
K18855	296.30	full	all	0.965899	123	105	461	315	1.68	0.590	UDP-N-acetylglucosamine 3-dehydrogenase [EC:1.1.1.374]
K18856	475.27	full	all	0.977778	26	23	423	349	0.74	0.590	D-alanine---D-serine ligase [EC:6.3.2.35]
K18857	624.80	domain	all	0.911237	387	363	1675	380	0.86	0.590	alcohol dehydrogenase class-P [EC:1.1.1.1]
K18858	910.03	full	all	1.000000	9	9	474	453	0.46	0.594	(Z)-3-hexen-1-ol acetyltransferase [EC:2.3.1.195]
K18859	149.30	full	all	1.000000	26	12	128	118	0.64	0.589	succinate dehydrogenase / fumarate reductase, subunit D
K18860	127.53	full	all	1.000000	9	9	121	116	0.65	0.593	putative succinate dehydrogenase / fumarate reductase, subunit D
K18861	950.13	full	all	1.000000	30	21	496	474	0.45	0.591	4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
K18862	48.50	full	all	1.000000	351	79	127	80	1.44	0.710	small toxic polypeptide LdrA/B/C/D
K18863	-	-	-	-	-	-	-	-	-	-	sRNA antisense regulator of LdrA/B/C/D protein
K18864	-	-	-	-	-	-	-	-	-	-	sRNA antisense regulator of IbsA protein
K18865	-	-	-	-	-	-	-	-	-	-	sRNA antisense regulator of IbsB protein
K18866	256.37	full	all	1.000000	23	19	294	253	0.90	0.589	zinc D-Ala-D-Ala dipeptidase/carboxypeptidase [EC:3.4.13.22 3.4.17.14]
K18867	-	-	-	-	-	-	-	-	-	-	sRNA antisense regulator of IbsC protein
K18868	-	-	-	-	-	-	-	-	-	-	sRNA antisense regulator of IbsD protein
K18869	-	-	-	-	-	-	-	-	-	-	sRNA antisense regulator of IbsE protein
K18870	-	-	-	-	-	-	-	-	-	-	sRNA antisense regulator of MokB and HokB protein
K18871	-	-	-	-	-	-	-	-	-	-	sRNA antisense regulator of MokC and HokC protein
K18872	-	-	-	-	-	-	-	-	-	-	sRNA antisense regulator of ShoB protein
K18873	-	-	-	-	2	2	411	411	0.39	0.593	pathogen-induced protein kinase
K18874	306.17	full	all	1.000000	4	4	234	211	0.66	0.592	type III effector protein AvrRps4
K18875	441.00	full	all	1.000000	155	151	1423	608	1.31	0.589	enhanced disease susceptibility 1 protein
K18876	2961.20	full	all	1.000000	6	6	1984	1334	0.48	0.589	type III effector protein AvrBs3
K18877	-	-	-	-	1	1	342	342	0.38	0.596	disease resistance protein
K18878	-	-	-	-	1	1	340	340	0.41	0.594	BHLH transcription factor Upa20
K18879	207.17	full	all	1.000000	11	8	1748	1006	1.29	0.591	type III effector protein XopD
K18880	504.40	full	all	1.000000	12	11	240	238	0.44	0.588	Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]
K18881	378.57	full	all	0.983783	194	188	1854	390	1.18	0.590	D-lactate dehydratase [EC:4.2.1.130]
K18882	118.33	full	all	0.996101	285	259	1154	341	6.31	0.590	DNA primase large subunit
K18883	431.73	domain	all	1.000000	16	14	583	255	0.55	0.588	tricin synthase [EC:2.1.1.175]
K18884	525.87	full	all	1.000000	8	8	419	345	0.58	0.587	4-dimethylallyltryptophan N-methyltransferase [EC:2.1.1.261]
K18885	647.17	full	all	0.933333	11	11	666	377	0.53	0.592	gibberellin A9 O-methyltransferase [EC:2.1.1.275]
K18886	531.30	domain	all	0.663594	62	60	875	367	1.71	0.590	gibberellin A4 carboxyl methyltransferase [EC:2.1.1.276]
K18887	768.80	domain	all	0.978492	186	143	638	577	0.89	0.591	ATP-binding cassette, subfamily B, multidrug efflux pump
K18888	861.20	domain	all	0.968623	180	134	646	590	0.87	0.589	ATP-binding cassette, subfamily B, multidrug efflux pump
K18889	636.23	domain	all	0.957654	1775	1422	1459	580	2.89	0.590	ATP-binding cassette, subfamily B, multidrug efflux pump
K18890	693.03	domain	all	0.875126	1783	1417	1736	587	2.38	0.590	ATP-binding cassette, subfamily B, multidrug efflux pump
K18891	795.13	domain	all	1.000000	254	156	600	571	0.75	0.591	ATP-binding cassette, subfamily B, multidrug efflux pump
K18892	829.50	domain	all	0.990712	259	163	718	591	0.74	0.588	ATP-binding cassette, subfamily B, multidrug efflux pump
K18893	778.37	domain	trim	0.947848	1174	957	1108	614	1.45	0.591	ATP-binding cassette, subfamily B, multidrug efflux pump
K18894	1945.70	full	all	0.962963	41	17	1268	1194	0.54	0.587	ATP-binding cassette, subfamily B, multidrug efflux pump
K18895	1993.93	full	all	0.987654	78	43	1279	1217	0.49	0.588	ATP-binding cassette, subfamily B, salmochelin/enterobactin exporter
K18896	289.30	full	all	0.833333	63	60	627	278	0.83	0.590	glycine/sarcosine N-methyltransferase [EC:2.1.1.156]
K18897	484.60	full	all	0.503086	34	32	602	564	0.91	0.589	sarcosine/dimethylglycine N-methyltransferase [EC:2.1.1.157]
K18898	638.23	full	all	0.977778	88	23	429	385	0.57	0.592	membrane fusion protein, multidrug efflux system
K18899	2104.83	full	all	0.984127	89	34	1046	1037	0.46	0.591	multidrug efflux pump
K18900	296.13	full	all	0.996564	399	295	552	303	1.35	0.589	LysR family transcriptional regulator, regulator for bpeEF and oprC
K18901	485.43	full	all	0.934312	416	337	759	393	1.99	0.590	membrane fusion protein, multidrug efflux system
K18902	1833.10	full	all	0.973671	414	332	1284	1057	0.81	0.589	multidrug efflux pump
K18903	471.90	full	all	0.974517	311	263	813	487	2.37	0.590	outer membrane protein, multidrug efflux system
K18904	460.97	full	all	0.979001	108	97	614	486	1.87	0.590	outer membrane protein, multidrug efflux system
K18905	224.20	full	all	1.000000	34	31	227	201	0.96	0.590	TetR/AcrR family transcriptional regulator, repressor of the ameABC operon
K18906	191.23	full	all	1.000000	83	29	156	146	0.77	0.589	MarR family transcriptional regulator, multiple gene regulator MgrA
K18907	457.90	full	all	0.988095	240	170	670	483	1.46	0.590	GntR family transcriptional regulator, regulator for abcA and norABC
K18908	702.27	full	all	0.989247	89	49	497	451	0.77	0.588	multidrug efflux pump
K18909	111.27	full	all	0.775758	64	23	190	140	3.14	0.590	MarR family transcriptional regulator, repressor for mepA
K18910	216.87	full	all	0.976961	373	352	509	283	4.13	0.590	D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]
K18911	272.23	full	all	0.973686	313	254	1037	323	2.50	0.590	L-histidine Nalpha-methyltransferase [EC:2.1.1.44]
K18912	242.47	domain	trim	0.941992	325	269	1539	430	3.32	0.590	gamma-glutamyl hercynylcysteine S-oxide synthase [EC:1.14.99.50]
K18913	354.37	full	all	0.993464	115	77	526	370	1.36	0.591	hercynylcysteine S-oxide lyase [EC:4.4.1.36]
K18914	482.73	full	all	0.822106	497	486	4737	465	2.10	0.590	adrenodoxin-NADP+ reductase [EC:1.18.1.6]
K18915	295.63	full	all	1.000000	4	4	170	169	0.50	0.593	ferric-chelate reductase [NAD(P)H] [EC:1.16.1.10]
K18916	443.23	full	all	1.000000	90	48	387	334	0.93	0.589	phosphonate dehydrogenase [EC:1.20.1.1]
K18917	77.53	domain	all	0.972557	472	355	239	91	2.72	0.627	mycoredoxin [EC:1.20.4.3]
K18918	43.57	full	trim	0.902048	557	347	323	75	16.68	0.753	RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB
K18919	72.03	full	all	0.896707	260	82	120	51	3.19	1.086	protein HokC/D
K18920	81.87	full	trim	0.823030	190	66	77	50	4.11	1.106	protein HokA
K18921	73.47	full	all	0.919021	130	62	225	52	2.06	1.066	protein HokB
K18922	75.03	full	trim	0.960119	211	48	114	62	1.70	0.902	protein HokE
K18923	65.27	domain	all	0.908900	493	341	236	83	6.03	0.684	antitoxin StbD
K18924	116.37	domain	trim	0.926474	536	348	293	113	1.66	0.590	paired small multidrug resistance pump
K18925	112.37	full	all	0.924110	481	306	145	104	1.55	0.590	paired small multidrug resistance pump
K18926	515.07	domain	all	0.898590	751	606	1107	466	2.42	0.590	MFS transporter, DHA2 family, lincomycin resistance protein
K18927	398.33	full	all	1.000000	48	33	320	300	0.80	0.592	LysR family transcriptional regulator, L-lactate utilization regulator
K18928	240.83	full	all	0.997711	1786	1317	705	244	1.63	0.590	L-lactate dehydrogenase complex protein LldE
K18929	441.00	full	all	0.998101	1664	1320	1721	478	1.39	0.590	L-lactate dehydrogenase complex protein LldF
K18930	197.07	domain	trim	0.980283	693	589	2928	951	1.56	0.591	D-lactate dehydrogenase
K18931	608.50	full	all	0.973949	149	138	678	504	1.26	0.590	AMP phosphorylase [EC:2.4.2.57]
K18932	177.37	domain	all	0.204387	1836	1758	6609	229	7.66	0.590	palmitoyltransferase [EC:2.3.1.225]
K18933	322.80	full	all	0.989247	199	188	615	376	1.91	0.590	tyrosine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.25 4.1.1.11]
K18934	623.97	full	all	0.962882	102	57	511	481	0.75	0.589	MFS transporter, DHA2 family, multidrug resistance protein
K18935	538.43	full	all	1.000000	87	43	455	445	0.65	0.589	MFS transporter, DHA2 family, multidrug resistance protein
K18936	773.03	full	all	0.984127	73	34	497	480	0.67	0.593	MFS transporter, DHA2 family, multidrug resistance protein
K18937	323.93	full	all	1.000000	8	3	191	191	0.49	0.591	TetR/AcrR family transcriptional regulator, repressor for lfrA
K18938	425.07	full	all	1.000000	13	4	189	188	0.39	0.594	TetR/AcrR family transcriptional regulator, repressor for qacA
K18939	149.77	full	all	0.993788	323	245	309	191	2.70	0.590	TetR/AcrR family transcriptional regulator, lmrAB and yxaGH operons repressor
K18940	410.87	full	all	0.957242	110	61	564	446	1.99	0.590	two-component system, OmpR family, sensor histidine kinase ArlS [EC:2.7.13.3]
K18941	288.60	full	all	0.928401	103	46	263	222	1.33	0.590	two-component system, OmpR family, response regulator ArlR
K18942	438.10	full	all	1.000000	204	191	1320	866	2.05	0.589	T4virus DNA polymerase [EC:2.7.7.7]
K18943	176.80	full	all	1.000000	151	106	279	222	1.88	0.590	DNA polymerase processivity component
K18944	280.47	full	all	1.000000	185	145	411	316	1.59	0.591	sliding clamp loader
K18945	117.47	full	all	1.000000	146	116	247	191	2.04	0.590	sliding clamp loader
K18946	239.10	full	all	0.994350	96	91	448	299	1.92	0.590	single-stranded DNA-binding protein
K18947	385.50	full	all	0.985501	115	102	657	463	1.75	0.590	ATP-dependent helicase
K18948	288.53	full	all	1.000000	108	102	452	347	1.32	0.590	DNA primase
K18949	98.73	full	all	0.993197	86	75	1248	224	1.88	0.591	protein Gp59
K18950	133.07	full	all	0.993197	106	76	551	291	2.57	0.590	ribonuclease H [EC:3.1.26.4]
K18951	286.10	full	all	0.451815	147	139	1382	406	5.80	0.590	DNA ligase [EC:6.5.1.1]
K18952	1021.83	full	all	0.875556	143	132	1280	592	1.16	0.591	atypical protein kinase C zeta type [EC:2.7.11.13]
K18953	579.73	full	trim	0.937414	242	239	3884	889	2.48	0.590	factor associated with neutral sphingomyelinase activation
K18954	254.03	full	all	0.891998	605	498	949	291	6.08	0.590	AraC family transcriptional regulator, transcriptional activator of pobA
K18955	62.83	full	all	0.952024	2711	1845	1503	80	4.02	0.708	WhiB family transcriptional regulator, redox-sensing transcriptional regulator
K18956	186.73	full	all	1.000000	60	21	191	138	0.53	0.589	WhiB family transcriptional regulator, redox-sensing transcriptional regulator
K18957	72.13	full	all	1.000000	76	33	150	92	1.01	0.619	WhiB family transcriptional regulator, redox-sensing transcriptional regulator
K18958	86.07	full	all	0.974763	318	244	495	96	1.72	0.596	WhiB family transcriptional regulator, redox-sensing transcriptional regulator
K18959	204.13	full	all	0.984984	187	169	1799	511	3.23	0.590	ATP-dependent DNA helicase UvsW [EC:3.6.4.12]
K18960	70.17	full	all	0.993464	99	78	309	131	2.88	0.590	recombination endonuclease VII
K18961	401.97	full	all	0.990991	60	58	444	377	1.31	0.591	T4 RNA ligase 1 [EC:6.5.1.3]
K18962	125.67	domain	trim	0.960871	68	61	641	331	2.92	0.590	T4 RNA ligase 2 [EC:6.5.1.3]
K18963	606.80	full	all	1.000000	72	71	1674	1001	1.43	0.589	Baculovirus DNA polymerase [EC:2.7.7.7]
K18964	827.93	domain	all	0.892997	114	114	4406	995	4.82	0.590	Herpesvirus DNA polymerase catalytic subunit [EC:2.7.7.7]
K18966	889.17	full	all	0.906522	119	116	939	511	1.08	0.589	sulfinoalanine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.29 4.1.1.11]
K18967	227.60	domain	trim	0.935461	391	299	912	362	5.18	0.590	diguanylate cyclase [EC:2.7.7.65]
K18968	303.13	domain	all	0.990605	392	270	701	346	2.30	0.591	diguanylate cyclase [EC:2.7.7.65]
K18969	181.57	full	all	0.877104	14	14	249	196	0.95	0.590	Bacillus virus DNA polymerase III epsilon subunit
K18970	660.60	full	all	1.000000	33	33	287	287	0.41	0.592	beta-lactamase class A GES [EC:3.5.2.6]
K18971	616.73	full	all	1.000000	15	14	275	275	0.42	0.588	beta-lactamase class D OXA-24 [EC:3.5.2.6]
K18972	663.40	full	all	1.000000	13	8	313	280	0.39	0.585	beta-lactamase class D OXA-58 [EC:3.5.2.6]
K18973	616.87	full	all	1.000000	25	9	262	262	0.38	0.590	beta-lactamase class D OXA-50 [EC:3.5.2.6]
K18974	496.20	full	all	0.962963	157	16	380	276	0.67	0.592	dihydropteroate synthase type 1 [EC:2.5.1.15]
K18975	225.47	full	all	1.000000	118	4	157	119	0.43	0.592	small multidrug resistance pump
K18976	603.07	full	all	1.000000	34	32	267	265	0.39	0.585	beta-lactamase class D OXA-48 [EC:3.5.2.6]
K18977	227.43	domain	all	1.000000	137	135	1177	436	1.29	0.590	hemopexin
K18978	603.23	full	all	0.976744	77	67	578	507	1.17	0.589	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+] [EC:1.2.1.90]
K18979	67.70	domain	all	0.998628	2760	2188	2252	344	3.03	0.590	epoxyqueuosine reductase [EC:1.17.99.6]
K18980	314.70	full	trim	0.962444	313	300	1007	321	1.38	0.591	2-methylene-furan-3-one reductase [EC:1.3.1.105]
K18981	249.00	full	all	0.969752	606	555	922	269	2.23	0.590	uronate dehydrogenase [EC:1.1.1.203]
K18982	327.37	full	all	1.000000	82	73	323	279	1.15	0.591	D-galactarolactone isomerase [EC:5.4.1.4]
K18983	368.93	full	trim	0.913352	135	128	689	378	2.29	0.590	D-galactarolactone cycloisomerase [EC:5.5.1.27]
K18984	47.07	full	all	0.990991	121	55	104	73	4.56	0.773	secretion system chaperone SsaE
K18985	1423.77	full	trim	0.903815	137	112	925	732	0.56	0.590	engulfment and cell motility protein 2
K18986	376.17	full	all	0.986667	70	40	579	454	1.36	0.590	two-component system, OmpR family, sensor kinase Ihk [EC:2.7.13.3]
K18987	292.17	full	all	0.955556	63	24	226	217	0.75	0.591	two-component system, OmpR family, response regulator Irr
K18988	258.10	domain	all	0.987902	429	253	779	384	2.71	0.590	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase [EC:3.4.16.4 3.4.21.-]
K18989	1095.17	full	all	0.996101	282	259	1931	1052	1.35	0.591	multidrug efflux pump
K18990	259.83	full	all	0.996078	280	257	1300	359	2.44	0.590	membrane fusion protein, multidrug efflux system
K18991	257.50	domain	all	0.970893	346	266	603	305	2.31	0.590	AraC family transcriptional regulator, activator of mtrCDE
K18992	168.73	full	all	1.000000	67	43	248	212	1.71	0.590	TetR/AcrR family transcriptional regulator, cmeABC operon repressor
K18993	115.37	domain	all	0.989823	357	346	3075	612	3.12	0.590	ubiquitin-associated and SH3 domain-containing protein [EC:3.1.3.48]
K18994	1006.23	full	all	0.941915	149	148	1467	734	0.98	0.588	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32 [EC:3.6.4.13]
K18995	1101.93	full	trim	0.885614	368	359	5501	1199	3.36	0.590	ATP-dependent RNA helicase DHX29 [EC:3.6.4.13]
K18996	76.33	full	all	1.000000	513	437	1302	396	6.65	0.590	replication initiation protein RepC
K18997	61.17	domain	all	0.968832	737	486	249	95	5.20	0.602	chaperone modulatory protein CbpM
K18998	131.73	full	trim	0.998028	261	243	2326	839	2.07	0.590	RNA polymerase II C-terminal domain phosphatase-like 1/2 [EC:3.1.3.16]
K18999	203.10	domain	trim	0.879809	516	495	5454	397	3.88	0.590	RNA polymerase II C-terminal domain phosphatase-like 3/4 [EC:3.1.3.16]
K19000	33.00	full	all	0.995757	662	352	245	86	5.60	0.661	Rho-binding antiterminator
K19001	751.63	full	trim	0.941289	450	435	3816	750	1.79	0.590	ATP-dependent DNA helicase
K19002	228.30	domain	trim	0.966657	473	315	873	388	4.76	0.590	1,2-diacylglycerol 3-alpha-glucosyltransferase [EC:2.4.1.337]
K19003	214.87	full	trim	0.992062	135	118	987	441	1.91	0.590	1,2-diacylglycerol 3-beta-glucosyltransferase [EC:2.4.1.336]
K19004	608.57	full	all	1.000000	9	4	341	341	0.45	0.590	processive 1,2-diacylglycerol beta-glycosyltransferase [EC:2.4.1.315 2.4.1.-]
K19005	744.57	full	all	0.983774	840	562	1439	677	3.49	0.590	lipoteichoic acid synthase [EC:2.7.8.20]
K19006	708.13	domain	all	0.925341	329	323	7273	1186	2.63	0.590	phosphatidylinositol phospholipase C, eta [EC:3.1.4.11]
K19007	270.37	full	all	0.967821	165	161	1417	365	1.58	0.590	lysophosphatidiate acyltransferase [EC:2.3.1.51]
K19008	814.50	full	all	0.922531	152	152	1989	640	1.86	0.589	serine/threonine-protein kinase SIK1 [EC:2.7.11.1]
K19009	726.57	full	all	0.919586	214	213	5502	1094	2.77	0.590	serine/threonine-protein kinase SIK3 [EC:2.7.11.1]
K19010	-	-	-	-	2	1	759	759	0.37	0.596	parkeol synthase [EC:5.4.99.47]
K19011	1466.10	domain	all	1.000000	10	9	773	754	0.49	0.594	achilleol B synthase [EC:5.4.99.48]
K19012	166.13	domain	trim	0.980132	152	149	772	318	2.98	0.590	lymphatic vessel endothelial hyaluronan receptor 1
K19013	2969.27	full	all	0.807453	169	168	6504	2451	1.92	0.590	stabilin-2
K19014	1544.10	full	all	0.990476	53	52	1243	910	0.62	0.588	inter-alpha-trypsin inhibitor heavy chain H1
K19015	1205.10	full	all	0.949384	138	135	1407	943	1.17	0.589	inter-alpha-trypsin inhibitor heavy chain H2
K19016	834.27	full	trim	0.845385	135	107	2189	845	1.84	0.589	interphotoreceptor matrix proteoglycan 1
K19017	844.63	full	all	0.925279	181	179	7927	1304	2.37	0.590	interphotoreceptor matrix proteoglycan 2
K19018	357.97	domain	all	0.983838	132	126	503	275	1.06	0.590	tumor necrosis factor-inducible gene 6 protein
K19019	348.87	full	all	0.966975	127	125	910	382	1.61	0.591	intracellular hyaluronan-binding protein 4
K19020	3133.87	full	all	0.905748	140	140	4921	2568	1.00	0.590	stabilin-1
K19021	1073.03	full	all	0.859144	192	188	3470	900	2.09	0.590	cGMP-inhibited 3',5'-cyclic phosphodiesterase A [EC:3.1.4.17]
K19022	94.93	full	all	0.993464	232	228	3335	940	3.76	0.590	AP-5 complex subunit beta-1
K19023	140.17	full	trim	0.991793	257	235	1349	477	2.33	0.590	AP-5 complex subunit mu-1
K19024	83.70	full	all	0.988325	137	127	640	192	2.45	0.590	AP-5 complex subunit sigma-1
K19025	129.30	full	all	0.996276	269	267	3667	809	3.39	0.590	AP-5 complex subunit zeta-1
K19026	141.83	full	all	0.998435	320	318	9810	2172	5.73	0.590	spatacsin
K19027	171.40	full	all	0.998464	330	324	8878	2150	5.21	0.590	zinc finger FYVE domain-containing protein 26
K19028	897.50	full	trim	0.829507	158	139	921	470	0.76	0.589	6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 1 [EC:2.7.1.105 3.1.3.46]
K19029	798.20	full	all	0.656093	294	288	2205	464	0.88	0.590	6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46]
K19030	633.20	full	trim	0.802183	288	271	2026	462	1.48	0.590	6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 4 [EC:2.7.1.105 3.1.3.46]
K19031	1343.03	full	all	0.866209	150	147	4179	1029	1.49	0.589	cell migration-inducing and hyaluronan-binding protein [EC:3.2.1.35]
K19032	67.50	full	all	1.000000	274	254	584	161	1.58	0.589	30S ribosomal protein 3
K19033	32.23	full	all	0.996764	365	310	959	121	3.54	0.590	30S ribosomal protein S31
K19034	88.07	full	all	0.992337	139	129	392	149	1.72	0.589	50S ribosomal protein 5
K19035	43.27	full	all	0.995556	120	115	329	109	2.50	0.590	50S ribosomal protein 6
K19036	786.70	full	all	0.914735	220	218	4948	957	2.52	0.590	ATP-dependent RNA/DNA helicase IGHMBP2 [EC:3.6.4.12 3.6.4.13]
